,country,ccode,year,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,participants,protesteridentity,sources,notes,protesterdemands,stateresponses,countryCode,ccYear,urbanpop,gdpgrowth,inflation,gdppercap,salariedEmployment,vulnerableEmployment
1773,Ecuador,130,2004,1,7,13.0,4.0,2004.0,27.0,4.0,2004.0,0.0,300,galapagos islands park rangers,"associated press worldstream, september 13, 2004 monday, international news, park rangers on galapagos islands strike to protest possible ouster of reserve s director ; associated press worldstream, september 27, 2004 monday, international new;",strike,"political behavior, process",accomodation,ECU,"ECU,2004",27.301048292966,8.21102091734038,2.74218132941644,2691.27768473838,56.4700012207031,35.5700006484985
1774,Ecuador,130,2004,1,8,8.0,12.0,2004.0,9.0,12.0,2004.0,0.0,1000,inmates,"associated press worldstream, december 8, 2004 wednesday, international news, ecuador prison director says inmates holding 180 visitors hostage ; xinhua general news service, december 9, 2004 thursday, world news; science & technology, inmate;",taking 220 hostages,"political behavior, process",crowd dispersal,ECU,"ECU,2004",27.301048292966,8.21102091734038,2.74218132941644,2691.27768473838,56.4700012207031,35.5700006484985
1775,Ecuador,130,2005,1,1,16.0,3.0,2005.0,16.0,3.0,2005.0,0.0,1000,ecuadorians,"the new york times, march 16, 2005 wednesday, section a; column 2; foreign desk; pg. 6, world briefing americas: ecuador: thousands march against president ;",against the president,"political behavior, process",ignore,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1776,Ecuador,130,2005,1,2,13.0,4.0,2005.0,13.0,4.0,2005.0,0.0,0,indians,"bbc monitoring latin america, april 13, 2005, wednesday, source: cre satelital radio web site, ecuadoran police evict indigenous protesters from education ministry ;",occupying the education ministry,"political behavior, process",crowd dispersal,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1777,Ecuador,130,2005,1,3,13.0,4.0,2005.0,13.0,4.0,2005.0,1.0,12000,ecuadorians,"xinhua general news service, april 14, 2005 thursday, world news; political, ecuador s capital partly paralyzed amid protests ; bbc monitoring latin america, april 15, 2005, friday, source: el universo web site, thousands protest against pres;","thousands of demonstrators brought parts of ecuador s capital quito to a standstill wednesday after the congress and government failed to reach a deal over control of the country s courts. police fired tear gas to disperse the opposition protesters who chanted slogans against president lucio gutierrez and burned tyres on the streets...ecuador has been gripped by a political crisis since december when the single chamber congress restructured the supreme court in a move which favored the president. the opposition condemned the restructuring, saying there was a breach in the balance of powers and the move was steered to fend off corruption charges against the president s political allies.","political behavior, process",crowd dispersal,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1778,Ecuador,130,2005,1,4,15.0,4.0,2005.0,15.0,4.0,2005.0,0.0,1000,ecuadorians,"bbc monitoring latin america, april 16, 2005, saturday, source: cre satelital radio web site, protests in ecuador s capital continue despite emergency ;","despite the state of emergency decreed by president lucio gutierrez, the demonstrations against the government continue in the city of quito. thousands of people in various sectors of the capital remain on the streets expressing their dissatisfaction and shouting lucio, out; dictatorship, no.","political behavior, process",ignore,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1779,Ecuador,130,2005,1,5,16.0,4.0,2005.0,16.0,4.0,2005.0,0.0,30000,ecuadorians,"xinhua general news service, april 20, 2005 wednesday, world news; political, ecuadorian president faces new waves of protests ;","ecuadorian president lucio gutierrez on tuesday was once again under intense pressure to step down, as crowds of people gathered in the capital city of quito again to demand his resignation and protest against his government. at least 30,000 people gathered on tuesday at a park in northern quito pressing the president to resign, which has been the largest demonstration so far against gutierrez in quito. carrying ecuador s national flag, city flag of quito and anti government slogans, the demonstrators chanted lucio out and all out referring to the government, the congress and judiciary, with passing by vehicles honking their horns to show support.","political behavior, process",ignore,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1780,Ecuador,130,2005,1,6,20.0,4.0,2005.0,20.0,4.0,2005.0,0.0,1000,ecuadorians,"bbc monitoring latin america, april 20, 2005, wednesday, source: cre satelital radio web site, ecuadoran protesters converge on presidential palace ;",demonstrators have broken through one of the last set of barricades erected by police and are approaching carondelet presidential palace to demand the resignation of president lucio gutierrez. neither the tear gas nor the huge amount of water fired by the police have stopped the thousands of marchers intent on coming close to the presidential palace at any cost.,"political behavior, process",crowd dispersal,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1781,Ecuador,130,2005,1,7,20.0,4.0,2005.0,20.0,4.0,2005.0,1.0,200,ecuadorians,"xinhua general news service, april 21, 2005 thursday, world news; political, ecuadorian protesters set fire to government building ;",protesters took control of the building of ecuador s social welfare ministry in the north of the capital quito on wednesday and set it on fire,"political behavior, process",crowd dispersal,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1782,Ecuador,130,2005,1,8,22.0,4.0,2005.0,23.0,4.0,2005.0,0.0,50,ecuadorians,"xinhua general news service, april 22, 2005 friday, world news; political, demonstrators prevent landing of plane sent for gutierrez in quito ; xinhua general news service, april 23, 2005 saturday, world news; political, brazilian embassy in ;",the airplane sent by brazilian air force to pick up former ecuadorian president lucio gutierrez was prevented from landing by demonstrators in quito on friday.,"political behavior, process",ignore,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1783,Ecuador,130,2005,1,9,13.0,5.0,2005.0,13.0,5.0,2005.0,0.0,1000,ecuadorians,"bbc monitoring latin america, may 13, 2005, friday, source: el universo web site, demonstrations continue in ecuadoran capital ;","the slogan all out, heard during april s protests when president lucio gutierrez was deposed, returned to the capital s streets. the self titled outlaws gathered in front of congress to call for the deputies to resign. demonstrators headed to the former central bank offices from three city locations to complain about the performance of the legislators, who by 1530 all times local had already quit the building to avoid being attacked as they were on 20 april.","political behavior, process",ignore,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1784,Ecuador,130,2005,1,10,15.0,8.0,2005.0,25.0,8.0,2005.0,0.0,1000,oil workers,"agence france presse, august 21, 2005 sunday, after deploying troops, ecuador declares end to oil strike ; xinhua general news service, august 25, 2005 thursday, world news; political, agreement to end oil strike in ecuador close to be reache;",general strike,labor wage dispute,accomodation,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1785,Ecuador,130,2005,1,11,16.0,11.0,2005.0,16.0,11.0,2005.0,0.0,1000,indians,"bbc monitoring latin america, november 17, 2005 thursday, ecuadoran indians to stage fresh protests 17 november ;","text of report by xavier munoz: indians planning protests in quito on thursday , published by ecuadoran cre satelital radio website on 17 november hundreds of indians have gathered in quito to stage a mass demonstration against the government and congress on thursday 17 november .","political behavior, process",ignore,ECU,"ECU,2005",27.2848251740817,5.29130826699402,2.4077697831569,3002.13860439139,57.310001373291,34.9900002479553
1786,Ecuador,130,2006,1,1,17.0,1.0,2006.0,19.0,1.0,2006.0,0.0,100,students,"agence france presse, january 19, 2006 thursday, ecuadoran capital paralyzed by protests, students clash with police ;","students in ecuador thursday clashed with police in a third day of protests that have left over 140 people injured, and paralyzed downtown quito. hundreds of students and even schoolchildren, some as young as 10, took part in the latest protests, some of them hurling rocks at police and damaging homes and businesses. more than 142 students, police and passers by have been injured by rocks or teargas in the three days of clashes, according to the ecuadoran red cross. in addition, 139 youths were arrested, but most of them have now been released on orders of the presidency, police said. the protests initially focused on reports that bus tickets would become more expensive, but authorities have stressed they had no intention of hiking public transport prices. the demonstrators are also demanding that the government kick out the us oxy oil company, and undertake not to join the us backed free trade area of the americas, which is still on the drawing board.","political behavior, process",arrests-crowd dispersal,ECU,"ECU,2006",27.2688004214126,4.40352643383186,3.29874846258218,3328.88415626323,58.6100006103516,34.0200004577637
1787,Ecuador,130,2006,1,2,20.0,2.0,2006.0,21.0,2.0,2006.0,1.0,50,ecuadorians,"agence france presse, february 21, 2006 tuesday, ecuador halts oil exports because of protests ; agence france presse, february 21, 2006 tuesday, ecuador resumes oil exports after protest ;",occupying pumping station,"political behavior, process",ignore,ECU,"ECU,2006",27.2688004214126,4.40352643383186,3.29874846258218,3328.88415626323,58.6100006103516,34.0200004577637
1788,Ecuador,130,2006,1,3,21.0,2.0,2006.0,22.0,2.0,2006.0,1.0,50,ecuadorians,"agence france presse, february 22, 2006 wednesday, ecuador oil exports in turmoil as protests continue ; the globe and mail canada , february 24, 2006 friday, report on business: international; business ticker: international:; pg. b5, ecuado;",occupying the sardinas pumping station,"political behavior, process",accomodation,ECU,"ECU,2006",27.2688004214126,4.40352643383186,3.29874846258218,3328.88415626323,58.6100006103516,34.0200004577637
